Transaction Name,Organization Name,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Organization Description,Organization Industry,Diversity Spotlight (US Only),Organization Website,Organization Location,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Rounds)
Venture Round - Autobahn Therapeutics,Autobahn Therapeutics,Venture - Series Unknown,"$32,700,000.0",2022-09-08,,,Yes,Autobahn Therapeutics is a developer of regenerative medicines to restore hope for people affected by CNS disorders.,"Biotechnology, Health Care, Life Science, Therapeutics",,autobahntx.com,"San Diego, California, United States, North America",,"$108,700,000.0",,2,,"Alexandria Venture Investments, ARCH Venture Partners, Biogen Idec, Bristol Myers Squibb, BVF Partners, Cowen Healthcare Investments, GT Healthcare Capital Partners, Invus, Pfizer Venture Investments, Samsara BioCapital, Section 32",11,,554
Seed Round - Unlikely AI,Unlikely AI,Seed,"$20,000,000.0",2022-09-12,Seed,,Yes,"Unlikely AI is a talented group that is approaching artificial intelligence from a daring, fresh angle.","Artificial Intelligence, Software",,unlikely.ai/,"London, England, United Kingdom, Europe",,"$21,417,350.0",Seed,2,"Amadeus Capital Partners, Octopus Ventures","Amadeus Capital Partners, Barak Berkowitz, Cambridge Innovation Capital, Christopher North, Metaplanet Holdings, Octopus Ventures, Patrick Pichette, William Tunstall-Pedoe",8,,555
Seed Round - Electrifuel,Electrifuel,Seed,"$225,374.616",2022-08-31,Seed,,Yes,"Electrifuel is an EV Technology startup that provides BMS, EV Telematics, Cloud management and Bespoke Integrations services.",Electric Vehicle,,www.electrifuel.com/,"Gurgaon, Haryana, India, Asia",,"$225,374.616",Seed,1,"Indian Angel Network, Pradeep Gupta, Sahil Kejriwal","Indian Angel Network, Pradeep Gupta, Sahil Kejriwal",3,,556
Seed Round - MiyaHealth,MiyaHealth,Seed,,2022-08-17,Seed,,Yes,MiyaHealth develops technologies to improve the healthcare experience for patients.,"Health Care, Medical",,miyahealth.com/,"Singapore, Central Region, Singapore, Asia",,"$4,830,918.0",Seed,2,,"Central Capital Ventura, HealthXCapital, Seeds Capital",3,,557
Series B - GrowthSpace,GrowthSpace,Series B,"$25,000,000.0",2022-08-16,Early Stage Venture,,Yes,GrowthSpace is a talent development platform that enables the personalized learning and development of employees.,"E-Learning, Human Resources, Information Technology, Recruiting, Training",,www.growthspace.com,"New York, New York, United States, North America",,"$44,001,000.0",Early Stage Venture,5,Zeev Ventures,"M12 - Microsoft's Venture Fund, Vertex Ventures, Zeev Ventures",3,,558
Series D - Overtime,Overtime,Series D,"$100,000,000.0",2022-08-09,Late Stage Venture,"$400,000,000.0",Yes,Overtime is a sports network that produces several sports-focused series and short-form content for the next generation of sports fans.,"Digital Media, Fantasy Sports, Predictive Analytics, Sports",,overtime.tv,"Brooklyn, New York, United States, North America",$1M to $10M,"$215,070,000.0",Late Stage Venture,9,"Counterpoint Global, Liberty Media","Bezos Expeditions, Blackstone Group, Counterpoint Global, Liberty Media, Sapphire Sport, Winslow Capital",6,,559
Debt Financing - BillEase,BillEase,Debt Financing,"$20,000,000.0",2022-09-12,,,No,BillEase offers applications that split customer payments into installments at more than 500 merchant partners.,"Finance, Financial Services, FinTech, Payments, Software",,billease.ph,"Makati, Manila, Philippines, Asia",,"$51,000,000.0",Early Stage Venture,3,Helicap,Helicap,1,,560
Series A - Modulate,Modulate,Series A,"$30,000,000.0",2022-08-16,Early Stage Venture,,Yes,Modulate creates customizable voice skins for games &amp; using machine learning to make voice completely customizable.,"Audio, Machine Learning, Software, Video Games",East Asian Led,modulate.ai/,"Cambridge, Massachusetts, United States, North America",,"$36,000,000.0",Early Stage Venture,4,Lakestar,"Everblue Management, Hyperplane Venture Capital, Lakestar",3,,561
Seed Round - MyMuse India,MyMuse India,Seed,"$1,189,477.1400000001",2022-08-30,Seed,,Yes,"MyMuse India creates high quality, well-designed products for your sacred spaces, and content that’s informative and real.",,,mymuse.in/,"Mumbai, Maharashtra, India, Asia",,"$1,192,215.0",Seed,2,Saama Capital,"Malika Datt Sadani, Mohit Sadaani, Saama Capital, Sauce.vc, Varun Sadana, Whiteboard Capital",6,,562
Venture Round - MolecuLight,MolecuLight,Venture - Series Unknown,,2022-08-11,,,Yes,MolecuLight develops portable handheld optical imaging devices for point-of-care wound analysis.,"Health Care, Medical, Medical Device",,www.moleculight.com,"Toronto, Ontario, Canada, North America",$1M to $10M,"$29,207,209.0",M&amp;A,6,"BDC Capital Corporation, iGan Partners","BDC Capital Corporation, iGan Partners",2,,563
Series A - EnviroSpark,EnviroSpark,Series A,,2022-09-08,Early Stage Venture,,Yes,EnviroSpark specializes in the design and installation of electric vehicle charging station solutions.,"Autonomous Vehicles, Electric Vehicle",,envirosparkenergy.com/,"Crown, Pennsylvania, United States, North America",,,Early Stage Venture,1,Ultra Capital,"Ultra Capital, W. Paul Bowers",2,,564
Debt Financing - Clara,Clara,Debt Financing,"$150,000,000.0",2022-08-08,,,No,"Clara is the leading B2B LatAm business credit card, payment solution, and expense tracking platform.","Credit Cards, Enterprise Software, Financial Services, FinTech, Payments, Software",,clara.com,"Cuauhtémoc, Distrito Federal, Mexico, North America",,"$308,500,000.0",Early Stage Venture,7,Goldman Sachs,Goldman Sachs,1,,565
Private Equity Round - RIA Advisory,RIA Advisory,Private Equity,,2022-08-29,Private Equity,,Yes,"RIA Advisory is a business and technology advisory consultancy that specializes in the field of utilities, technology &amp; financial services.","Consulting, Financial Services, Information Technology",,riaadvisory.com/,"Coral Gables, Florida, United States, North America",$1M to $10M,,Private Equity,1,Avance Investment Management,Avance Investment Management,1,,566
Seed Round - Bookkeeper360,Bookkeeper360,Seed,"$2,500,000.0",2022-08-18,Seed,,Yes,Bookkeeper360 is a fintech accounting solution for small businesses.,"Accounting, Business Intelligence, Consulting, Finance, Financial Services, FinTech, SaaS, Software",,www.bookkeeper360.com/,"Woodbury, New York, United States, North America",$1M to $10M,"$4,600,000.0",Seed,6,,"Joe Camberato, Rob Basso",2,,567
Series A - OMRT,OMRT,Series A,"$4,997,187.85",2022-09-08,Early Stage Venture,,Yes,OMRT is a parametric design+engineering enterprise.,"Information Technology, Software",,omrt.tech/,"Amsterdam, Noord-Holland, The Netherlands, Europe",,"$4,997,187.85",Early Stage Venture,1,SHIFT Invest,"SHIFT Invest, VORM",2,,568
Pre Seed Round - CorePower Magnetics,CorePower Magnetics,Pre-Seed,"$2,500,000.0",2022-09-06,Seed,,Yes,CorePower Magnetics’ patented combination of advanced manufacturing processes and novel materials to increase electric vehicle ranges.,"Advanced Materials, Electronics, Manufacturing",,www.corepowermagnetics.com,"Pittsburgh, Pennsylvania, United States, North America",,"$4,850,000.0",Seed,3,Volta Energy Technologies,"Evergreen Climate Innovations (formerly Clean Energy Trust), Innovation Works, Volta Energy Technologies",3,,569
Series A - Airgram,Airgram,Series A,"$10,000,000.0",2022-08-19,Early Stage Venture,,Yes,An Airgram is a real-time transcription with speaker identification and high-definition video recording.,Translation Service,,www.airgram.io/,"Wilmington, Delaware, United States, North America",,"$10,000,000.0",Early Stage Venture,1,GL Ventures,"CDH Investments, GL Ventures, Linear Capital, PKSHA SPARX Algorithm Fund",4,,570
Venture Round - Enliven,Enliven,Venture - Series Unknown,"$999,437.57",2022-09-08,,,Yes,Enliven is the original virtual reality business committed to doing good.,"Enterprise Software, Online Games, Virtual Reality",,enliven.one,"Arnhem, Gelderland, The Netherlands, Europe",,"$999,437.57",,1,"LUMO labs, OostNL","LUMO labs, OostNL",2,,571
Seed Round - Diri Care,Diri Care,Seed,"$4,300,000.0",2022-08-11,Seed,,Yes,Diri Care provides Personalized healthcare solutions.,"Health Care, Medical",,diricare.com,"Kebon Jeruk, Jawa Barat, Indonesia, Asia",,"$4,300,000.0",Seed,1,"East Ventures, Surge","East Ventures, Henry Hendrawan, Surge",3,,572
Debt Financing - ZippMat,ZippMat,Debt Financing,,2022-09-08,,,No,ZippMat is a SCaaS enterprise that provides a one-stop solution for all supply chain management needs of construction companies.,"Construction, Productivity Tools, SaaS, Supply Chain Management",,zippmat.com,"Bengaluru, Karnataka, India, Asia",,"$10,000,000.0",Seed,3,,"HDFC Bank, TradeCred",2,,573
Secondary Market - Aditya Birla Health Insurance,Aditya Birla Health Insurance,Secondary Market,"$83,263,399.80000001",2022-08-12,,"$750,873,095.6400001",No,Aditya Birla Health Insurance provides health insurance services.,"Health Care, Insurance",,www.adityabirlacapital.com/healthinsurance/home...,"Mumbai, Maharashtra, India, Asia",,"$83,263,399.80000001",,1,Abu Dhabi Investment Authority,Abu Dhabi Investment Authority,1,,574
Series B - ATLAS Space Operations,ATLAS Space Operations,Series B,"$26,000,000.0",2022-08-25,Early Stage Venture,,Yes,"ATLAS Space Operations is the Satellite Communications as a Service Getting Your Data, Faster",Space Travel,,www.atlasground.com/,"Traverse City, Michigan, United States, North America",$1M to $10M,"$37,000,000.0",Early Stage Venture,6,Mitsui &amp; Co,"Beringea, Boomerang-Catapult, Grand Ventures, Harmonix, Mitsui &amp; Co, Northern Michigan Angels, Revolution’s Rise of the Rest Seed Fund, VCapital, Wakestream Ventures",9,,575
Seed Round - Closinglock,Closinglock,Seed,"$4,000,000.0",2022-08-16,Seed,,Yes,Closinglock is modernizing the real estate world’s way of transferring information to eliminate wire fraud &amp; protect buyers.,"Computer, Software",,www.closinglock.com/,"Austin, Texas, United States, North America",,"$4,000,000.0",Seed,1,LiveOak Venture Partners,"GTMFund, LiveOak Venture Partners, RWT Horizons",3,,576
Series A - ReturnLogic,ReturnLogic,Series A,"$8,500,000.0",2022-08-09,Early Stage Venture,,Yes,ReturnLogic is a developer of a SaaS returns optimization platform for modern retailers.,"Business Intelligence, E-Commerce, Enterprise Software, Predictive Analytics, SaaS, Supply Chain Management",,www.returnlogic.com,"Camp Hill, Pennsylvania, United States, North America",$1M to $10M,"$11,589,996.0",Early Stage Venture,7,Mercury,"Ben Franklin Technology Partners, Cultivation Capital, Mercury, Revolution’s Rise of the Rest Seed Fund, White Rose Ventures",5,,577
Seed Round - Haystack,Haystack,Seed,"$572,930.15",2022-08-17,Seed,,Yes,Haystack techies discover opportunities.,"Database, Software",,www.haystackapp.io,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom, Europe",,"$2,251,615.4895",Seed,4,Mercia Fund Managers,Mercia Fund Managers,1,,578
Series A - Maximus,Maximus,Series A,"$10,000,000.0",2022-08-10,Early Stage Venture,,Yes,Maximus increases your own natural testosterone with a safe &amp; effective doctor-prescribed program.,"Consumer, Health Care",,maximustribe.com,"Santa Monica, California, United States, North America",,"$15,000,000.0",Early Stage Venture,2,Founders Fund,"10X Capital, 8VC, Abstract Ventures, Brian Lee, Brian Norgard, Chamaeleon, Correlation Ventures, Dave Asprey, Electric Ant Lab, Founders Fund, Gaingels, Geoffrey Woo, Jeff Weiser, Kyle Samani, Matteo Franceschetti, ONEVC, Rational Ventures AB, Ryan Holiday, Shrug Capital, Unshackled Ventures, What If Ventures",21,,579
Debt Financing - IDnow,IDnow,Debt Financing,"$59,966,254.2",2022-08-03,,,No,IDnow is a technology startup that provides advanced machine-learning technology for its Identity Verification-as-a-Service platform.,"Identity Management, Information Technology, Machine Learning, Real Time, Security",,www.idnow.io,"Munich, Bayern, Germany, Europe",,"$119,103,730.0",Late Stage Venture,8,BlackRock,BlackRock,1,,580
Seed Round - Deconstruct,Deconstruct,Seed,"$2,000,000.0",2022-08-24,Seed,,Yes,Deconstruct,"B2C, Beauty",,www.thedeconstruct.in,"Bangalore, Karnataka, India, Asia",,"$2,000,000.0",Seed,1,Kalaari Capital,"BEENEXT, Binny Bansal, Kalaari Capital",3,,581
Seed Round - Complete,Complete,Seed,"$4,000,000.0",2022-08-22,Seed,,Yes,"Create, collaborate on, and explain compensation practices from day zero.",,,www.complete.so/,,,"$4,125,000.0",Seed,2,Accel,"Accel, Calm, Stripe, Y Combinator",4,,582
Series A - Modulous,Modulous,Series A,"$11,458,603.0",2022-09-12,Early Stage Venture,,Yes,"Redefining the design &amp; delivery of affordable, sustainable &amp; smart homes by leveraging disruptive digital technologies","Architecture, Construction, Information Services, Information Technology, Real Estate, Software",,www.modulous.com/,"London, England, United Kingdom, Europe",$100M to $500M,"$21,826,399.0",Early Stage Venture,5,Sustainable Future Ventures,"Blackhorn Ventures, Cemex Ventures, Goldacre, GroundBreak Ventures, Leela Capital, Regal London, Sustainable Future Ventures",7,,583
Series A - accessiBe,accessiBe,Series A,"$30,000,000.0",2022-06-01,Early Stage Venture,,Yes,accessiBe is the market leader in web accessibility solutions and technologies.,"Internet, Software, Web Design",,accessibe.com/,"Tel Aviv, Tel Aviv, Israel, Asia",,"$58,500,000.0",Early Stage Venture,4,K1 Investment Management,"Glilot Capital Partners, K1 Investment Management, Phoenix",3,,584
Private Equity Round - Techmer PM,Techmer PM,Private Equity,,2022-09-07,Private Equity,,Yes,Techmer PM is a plastics company that manufactures colors and additives.,Manufacturing,,techmerpm.com,"Rancho Dominguez, California, United States, North America",$100M to $500M,,M&amp;A,1,SK Capital Partners,"Gryphon Investors, SK Capital Partners",2,,585
Seed Round - Ayekart Fintech,Ayekart Fintech,Seed,"$2,800,000.0",2022-09-07,Seed,,Yes,"Ayekart Fintech is a supply chain and finance startup that offers a digital marketplace for manufacturers, processors, and distributors.","FinTech, Marketplace, Mobile Apps, Supply Chain Management",,ayekart.com/,"Mumbai, Maharashtra, India, Asia",,"$6,746,594.0",Seed,4,Siply Services,Siply Services,1,,586
Venture Round - Reejig,Reejig,Venture - Series Unknown,,2022-09-08,,,Yes,Reejig is a workforce intelligence platform powered by the world's first independently audited Ethical Talent AI.,"Artificial Intelligence, SaaS, Software",,reejig.com/,"Sydney, New South Wales, Australia, Oceania",,"$16,601,692.0",,4,Salesforce Ventures,Salesforce Ventures,1,,587
Seed Round - ImIn,ImIn,Seed,"$1,000,000.0",2022-08-01,Seed,,Yes,ImIn is an employee scheduling app that organizations grows while saving time and money &amp; empowering teams to work when and how they want.,Apps,,www.imin2.com/,"Atlanta, Georgia, United States, North America",,"$1,000,000.0",Seed,1,Collab Capital,Collab Capital,1,,588
Venture Round - Finexos,Finexos,Venture - Series Unknown,"$796,372.9085",2022-08-23,,,Yes,Finexos,"Credit, Finance, Financial Services",,www.finexos.co.uk/,"Bromsgrove, Worcestershire, United Kingdom, Europe",,"$796,372.9085",,1,Growth Capital Ventures,Growth Capital Ventures,1,,589
Seed Round - OBM Education,OBM Education,Seed,,2022-08-24,Seed,,Yes,OBM Education offers career development navigation tools for high school and university students.,"Consulting, Education, Online Portals, Training",,www.obmeg.com/,"Cairo, Al Qahirah, Egypt, Africa",,,Seed,2,Edventures,Edventures,1,,590
Venture Round - Industrial Phycology,Industrial Phycology,Venture - Series Unknown,"$2,635,478.69",2022-09-06,,,Yes,Industrial Phycology has designed and patented a system to harness the power of algae to remove nutrients.,"Biotechnology, Chemical, Psychology",,www.i-phyc.com/,"Bristol, Bristol, City of, United Kingdom, Europe",,"$5,946,357.0",,6,Mellby Gård AB,"MEIF Proof-of-Concept &amp; Early Stage Fund, Mellby Gård AB",2,,591
Grant - Spectral MD,Spectral MD,Grant,"$8,200,000.0",2022-08-30,,,No,We specialize in predictive analytics with a platform that uses proprietary Artificial Intelligence (AI) to predict how a wound will heal.,"Analytics, Artificial Intelligence, Biotechnology, Health Care, Medical Device",,spectralmd.com/,"Dallas, Texas, United States, North America",$1M to $10M,"$100,900,000.0",IPO,5,Biomedical Advanced Research and Development Authority (BARDA),Biomedical Advanced Research and Development Authority (BARDA),1,,592
