Hub Name,Number of Organizations,Number of People,Number of Events,CB Rank (Hub),Description,Last Updated,Hub Type,Parent Organization,Disverity Spotlight (US Only),Industries,Industry Groups,Location,Location Type,Closed Year,Founded Year,Funding Status,Investment Stage,Investor Type,Number of Employees,Estimated Revenue Range,Number of Investors,Number of Lead Investors,Average Founded Date,Number of Non-Profit Companies,Number of For-Profit Companies,Percentage Non-Profit,Percentage Public Organizations,Number of IPOs,Average IPO Date,Percentage Delisted,Top Funding Types,Number of Funding Rounds,Median Number of Funding Rounds,Total Funding Amount,Median Total Funding Amount,Total Equity Funding Amount,Average Last Funding Date,Total Amount Raised in IPO,Median Amount Raised in IPO,Total IPO Valuation,Median IPO Valuation,Percentage Acquired,Number of Acquired Organizations,Number of Acquisitions,Total Acquired Price,Median Acquired Price,Top Investor Types,Number of Portfolio Companies,Number of Investments,Median Number of Investments,Number of Lead Investors.1,Median Number of Lead Investors,Number of Exits,Median Number of Exits,Number of Funds,Total Fund Raised,Number of Founders,Number of Founder Alumni,Number of Alumni,Average Rank,Average Trend Score (7D),Average Trend Score (30D),Average Trend Score (90D)
Georgia Companies (Top 10K),"9,888",972,110,454,"The top 10,000 companies and startups in Georgia, by Crunchbase rank.",2022-09-15 12:33:00,"Active, Company, Location",,,,,"Georgia, United States, North America",State/Region,,,,,,,,"3,592","1,330",1994-10-11,240,"9,067",2%,1%,190,2004-04-20,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Grant,&nbsp;Pre-Seed","3,509",1,"$48,383,682,104.0","$1,089,299.0","$33,144,703,079.0",1994-10-11,"$21,748,131,098.0","$73,588,236.0","$46,522,353,620.0","$422,574,984.0",11%,"1,242","1,861","$197,696,108,009.0","$220,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Accelerator,&nbsp;Micro VC","1,624","2,153",2,712,2,441,2,95,"$15,714,135,202.0","4,859",6,7,"460,844.44",1.39,1.39,2.12
Wellness Companies With Fewer Than 100 Employees (Top 10K),"9,303",934,28,455,"The top 10,000 companies and startups in the wellness space with fewer than 100 employees, by Crunchbase rank.",2022-09-15 11:08:00,"Active, Industry, Company, Employee Range",,,Wellness,Health Care,,,,,,,,,,"9,648","2,621",2008-12-26,420,"8,301",5%,1%,111,2016-08-01,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Series A,&nbsp;Grant","7,190",1,"$22,246,517,711.0","$609,883.0","$20,977,243,701.0",2008-12-26,"$1,290,035,423.0","$30,500,000.0","$3,464,931,886.0","$132,000,000.0",4%,365,232,"$7,249,443,727.0","$25,000,000.0","Venture Capital,&nbsp;Micro VC,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Syndicate","1,111","1,427",6,415,2,162,2,60,"$3,733,689,061.0","7,875",1,1,"489,311.58",1.16,1.16,1.89
Industrial Manufacturing Companies With Less Than $1B in Revenue (Top 10K),"9,838",923,12,456,"The top 10,000 companies and startups in the industrial manufacturing space with less than $1b in revenue, by Crunchbase rank.",2022-09-15 11:00:00,"Active, Industry, Company, Revenue Range",,,Industrial Manufacturing,Manufacturing,,,,,,,,,$500M to $1B,621,237,1974-11-01,13,"9,680",0%,3%,305,2005-03-13,0%,"Grant,&nbsp;Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A",537,1,"$6,042,082,211.0","$660,363.0","$4,764,570,860.0",1974-11-01,"$53,147,456,975.0","$199,250,000.0","$10,423,888,567.0","$1,095,895,346.0",1%,118,208,"$20,514,747,332.0","$343,400,000.0","Venture Capital,&nbsp;Accelerator,&nbsp;Micro VC",135,193,1,49,1,12,1,6,"$407,769,994.0",895,0,0,"1,118,530.02",1.29,1.29,1.99
Northeastern US Companies With More Than 100 Employees (Top 10K),"9,903",982,"1,085",457,"The top 10,000 companies and startups in Northeastern US with more than 100 employees, by Crunchbase rank.",2022-09-15 09:05:00,"Active, Company, Employee Range, Location",,,,,"Northeastern US, United States, North America",Regional Area,,,,,,,,"17,329","5,724",1980-03-03,274,"9,177",3%,9%,"1,170",2004-08-30,2%,"Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Grant,&nbsp;Post-IPO Equity,&nbsp;Debt Financing","10,490",2,"$578,938,511,939.0","$24,049,273.0","$412,530,676,334.0",1980-03-03,"$150,305,326,091.0","$148,333,333.0","$639,167,565,294.0","$836,666,666.0",23%,"2,739","13,448","$1,383,043,649,740.0","$499,805,555.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Hedge Fund","16,167","21,362",2,"7,996",2,"5,429",2,765,"$1,403,547,566,823.0","9,449","1,321","2,702","183,750.62",0.92,0.92,1.64
Construction Companies With More Than 50 Employees (Top 10K),"9,820",950,59,458,"The top 10,000 companies and startups in the construction space with more than 50 employees, by Crunchbase rank.",2022-09-15 08:54:00,"Active, Industry, Company, Employee Range",,,Construction,Real Estate,,,,,,,,,,"1,735",619,1975-06-09,65,"9,352",1%,8%,794,2004-01-02,0%,"Private Equity,&nbsp;Venture - Series Unknown,&nbsp;Debt Financing,&nbsp;Post-IPO Equity,&nbsp;Series A","1,253",1,"$48,598,390,130.0","$3,730,133.0","$26,267,884,713.0",1975-06-09,"$14,030,969,149.0","$124,800,000.0","$27,690,124,600.0","$328,281,122.0",6%,736,"2,632","$106,653,011,801.0","$249,376,558.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Accelerator,&nbsp;Angel Group",440,507,1,174,1,105,1,19,"$5,256,217,724.0","2,291",1,1,"518,920.4",1.48,1.48,2.45
Greater Atlanta Area Companies With More Than $1M in Revenue,"9,205",978,80,459,Companies and startups in Greater Atlanta Area with more than $1m in revenue.,2022-09-15 12:46:00,"Active, Company, Location, Revenue Range",,,,,"Greater Atlanta Area, Georgia, United States",Regional Area,,,,,,,$1M to $10M,"1,893",700,1995-11-18,173,"8,698",2%,1%,98,2005-03-29,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Debt Financing","1,825",2,"$32,982,740,724.0","$2,551,523.0","$23,466,049,596.0",1995-11-18,"$14,550,842,862.0","$137,000,000.0","$36,233,058,009.0","$509,393,829.0",4%,383,"1,276","$118,768,730,054.0","$589,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Micro VC,&nbsp;Accelerator","1,021","1,430",2,526,3,337,2,49,"$14,401,604,102.0","2,842",4,4,"943,208.32",1.27,1.27,1.81
Asia-Pacific (APAC) Companies With Fewer Than 50 Employees (Top 10K),"9,859","1,011","1,018",460,"The top 10,000 companies and startups in Asia-Pacific (APAC) with fewer than 50 employees, by Crunchbase rank.",2022-09-15 09:14:00,"Active, Company, Employee Range, Location",,,,,Asia-Pacific (APAC),Regional Area,,,,,,,,"40,736","11,911",2015-01-05,37,"9,138",0%,4%,446,2014-01-19,0%,"Seed,&nbsp;Series A,&nbsp;Venture - Series Unknown,&nbsp;Series B,&nbsp;Pre-Seed","22,345",2,"$196,099,125,975.0","$2,710,983.0","$173,821,402,513.0",2015-01-05,"$8,726,098,789.0","$19,267,907.0","$30,864,518,756.0","$82,109,486.0",4%,427,412,"$7,947,008,470.0","$20,000,000.0","Venture Capital,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital","13,316","17,594",3,"5,771",7,"1,605",4,448,"$73,474,575,458.0","15,168",0,0,"56,740.84",0.7,0.7,1.04
East Coast Companies With Fewer Than 10 Employees (Top 10K),"9,821",984,"1,192",461,"The top 10,000 companies and startups in East Coast with fewer than 10 employees, by Crunchbase rank.",2022-09-15 12:28:00,"Active, Company, Employee Range, Location",,,,,"East Coast, United States, North America",Regional Area,,,,,,,,"17,840","4,983",2013-09-06,85,"8,572",1%,1%,161,2011-12-17,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Grant,&nbsp;Series A","16,083",1,"$35,698,764,124.0","$651,426.0","$28,450,370,405.0",2013-09-06,"$2,202,111,805.0","$25,000,000.0","$5,126,418,964.0","$110,000,000.0",5%,552,765,"$15,869,092,415.0","$60,000,000.0","Venture Capital,&nbsp;Micro VC,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Angel Group","19,095","25,439",23,"5,648",6,"4,205",4,803,"$90,416,589,699.0","15,001",2,4,"122,082.51",0.63,0.63,0.91
"Private Equity Firms with Investments in Vancouver, British Columbia",165,9,3,461,"Private equity firms that made investments in companies headquartered in Vancouver, British Columbia.",2022-09-15 11:11:00,"Active, Investments in Location, Investor Type",,,,,"Vancouver, British Columbia, Canada",City,,,,,,,,10,10,1998-09-01,,31,,5%,12,2004-09-12,1%,"Undisclosed,&nbsp;Post-IPO Debt,&nbsp;Debt Financing,&nbsp;Private Equity,&nbsp;Venture - Series Unknown",16,1,"$2,416,143,402.0","$45,900,000.0","$1,735,661,567.0",1998-09-01,"$5,767,624,354.0","$1,000,000,000.0","$18,027,807,433.0","$7,274,694,608.0",2%,4,913,"$9,500,000,000.0","$4,750,000,000.0","Micro VC,&nbsp;Incubator,&nbsp;Hedge Fund,&nbsp;Accelerator,&nbsp;Angel Group","10,393","14,400",23,"5,967",12,"3,927",9,477,"$842,119,520,257.0",216,,2,"234,600.38",0.32,0.32,0.39
Georgia Companies With Fewer Than 1000 Employees (Top 10K),"9,859",980,104,462,"The top 10,000 companies and startups in Georgia with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 10:38:00,"Active, Company, Employee Range, Location",,,,,"Georgia, United States, North America",State/Region,,,,,,,,"3,375","1,223",1996-07-22,263,"9,124",3%,1%,101,2007-09-18,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Pre-Seed,&nbsp;Series A","3,248",1,"$34,940,392,340.0","$1,091,379.0","$24,464,706,909.0",1996-07-22,"$6,718,260,862.0","$66,000,000.0","$18,683,939,139.0","$314,000,000.0",9%,935,901,"$58,392,137,108.0","$95,250,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Investment Bank,&nbsp;Accelerator","1,149","1,586",2,511,3,255,2,84,"$3,096,170,202.0","4,579",3,4,"527,641.93",1.43,1.43,2.13
Retail Companies (Top 10K),"9,831",976,113,463,"The top 10,000 companies and startups in the retail space, by Crunchbase rank.",2022-09-15 10:32:00,"Active, Industry, Company",,,Retail,Commerce and Shopping,,,,,,,,,,"13,458","4,287",1995-09-18,14,"9,441",0%,6%,715,2006-02-12,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Pre-Seed","9,950",1,"$218,418,151,556.0","$1,494,240.0","$164,496,714,340.0",1995-09-18,"$53,265,795,230.0","$150,000,000.0","$248,137,911,542.0","$1,140,000,000.0",15%,"1,749","3,533","$435,357,722,854.0","$281,195,432.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Accelerator,&nbsp;Investment Bank","4,904","5,721",2,"1,241",1,805,1,73,"$58,560,957,081.0","10,677",0,2,"175,335.19",0.8,0.8,1.4
East Coast Property Management Companies,"6,588",752,4,464,Companies and startups in East Coast in the property management space.,2022-09-15 12:10:00,"Active, Industry, Company, Location",,,Property Management,Real Estate,"East Coast, United States, North America",Regional Area,,,,,,,,456,123,1993-11-08,74,"6,366",1%,0%,35,2009-02-25,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Grant,&nbsp;Series A",327,1,"$8,109,838,179.0","$1,500,000.0","$4,870,192,075.0",1993-11-08,"$1,766,693,621.0","$294,250,000.0","$12,418,468,798.0","$2,298,468,798.0",1%,63,175,"$9,243,000,000.0","$500,000,000.0","Private Equity Firm,&nbsp;Venture Capital",138,157,1,60,1,44,2,22,"$65,733,065,890.0",980,0,0,"1,272,260.27",1.31,1.31,1.98
Information Technology Companies With Fewer Than 50 Employees (Top 10K),"9,620",958,"1,689",465,"The top 10,000 companies and startups in the information technology space with fewer than 50 employees, by Crunchbase rank.",2022-09-15 09:16:00,"Active, Industry, Company, Employee Range",,,Information Technology,Information Technology,,,,,,,,,,"31,392","9,458",2015-05-13,42,"9,115",0%,2%,187,2014-10-06,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Grant","22,861",2,"$85,146,386,883.0","$2,054,060.0","$76,177,913,580.0",2015-05-13,"$1,824,846,606.0","$9,500,000.0","$11,636,806,670.0","$53,602,589.0",7%,701,769,"$8,373,947,859.0","$31,783,459.0","Venture Capital,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital","8,640","10,979",18,"3,232",8,"1,455",5,311,"$32,055,883,881.0","17,771",1,1,"62,744.94",0.64,0.64,0.99
Real Estate Companies With More Than 100 Employees (Top 10K),"9,960",995,51,466,"The top 10,000 companies and startups in the real estate space with more than 100 employees, by Crunchbase rank.",2022-09-15 09:22:00,"Active, Industry, Company, Employee Range",,,Real Estate,Real Estate,,,,,,,,,,"3,503","1,153",1980-01-03,138,"9,588",1%,7%,786,2004-09-24,0%,"Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Post-IPO Equity,&nbsp;Post-IPO Debt","2,190",1,"$179,955,964,689.0","$14,986,552.0","$97,531,993,223.0",1980-01-03,"$29,842,711,628.0","$220,000,000.0","$136,012,571,003.0","$1,820,821,821.0",6%,712,"2,999","$305,633,622,107.0","$486,000,000.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Investment Bank,&nbsp;Family Investment Office,&nbsp;Corporate Venture Capital","2,406","2,886",2,"1,167",1,784,1,273,"$513,099,357,860.0","3,340",0,1,"459,188.81",1.34,1.34,2.21
Therapeutics Companies With Fewer Than 1000 Employees (Top 10K),"9,710",938,7,467,"The top 10,000 companies and startups in the therapeutics space with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 12:13:00,"Active, Industry, Company, Employee Range",,,Therapeutics,Health Care,,,,,,,,,,"11,691","3,987",2002-03-12,561,"8,896",6%,5%,585,2014-07-11,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Post-IPO Equity,&nbsp;Grant","8,859",2,"$175,073,207,697.0","$11,604,319.0","$157,099,017,151.0",2002-03-12,"$32,083,827,969.0","$82,500,000.0","$121,398,256,623.0","$410,000,000.0",4%,418,428,"$152,103,768,011.0","$247,500,000.0","Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Accelerator,&nbsp;Incubator,&nbsp;Private Equity Firm",550,818,2,222,1,192,1,23,"$2,446,762,868.0","5,253",0,0,"917,068.92",1.42,1.42,2.19
Companies With More Than $100M in Revenue (Top 10K),"9,669",991,"6,091",468,"The top 10,000 companies and startups with more than $100m in revenue, by Crunchbase rank.",2022-09-15 10:40:00,"Active, Company, Revenue Range",,,,,,,,,,,,,$100M to $500M,"20,997","7,089",1974-07-07,199,"9,130",2%,35%,"4,192",2005-02-25,3%,"Post-IPO Equity,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Post-IPO Debt,&nbsp;Debt Financing","13,538",2,"$2,393,231,081,800.0","$69,369,667.0","$1,353,752,612,839.0",1974-07-07,"$603,340,401,448.0","$204,637,861.0","$3,471,082,845,474.0","$1,545,654,178.0",28%,"3,526","41,891","$4,351,783,340,186.0","$1,258,459,524.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Government Office","39,913","48,703",3,"17,621",2,"11,975",2,"1,091","$2,301,483,564,868.0","11,027",647,"1,254","114,292.04",0.76,0.76,1.27
Industrial Manufacturing Companies With Less Than $500M in Revenue (Top 10K),"10,000",901,12,469,"The top 10,000 companies and startups in the industrial manufacturing space with less than $500m in revenue, by Crunchbase rank.",2022-09-15 12:48:00,"Active, Industry, Company, Revenue Range",,,Industrial Manufacturing,Manufacturing,,,,,,,,,$100M to $500M,604,228,1975-03-13,13,"9,876",0%,3%,300,2005-05-21,0%,"Grant,&nbsp;Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A",528,1,"$5,362,724,681.0","$657,227.0","$4,385,213,330.0",1975-03-13,"$53,081,456,975.0","$250,000,000.0","$9,943,888,567.0","$1,297,947,673.0",1%,115,184,"$18,917,747,332.0","$343,400,000.0","Venture Capital,&nbsp;Accelerator,&nbsp;Micro VC",129,187,1,45,1,12,1,6,"$407,769,994.0",887,0,0,"1,149,168.64",1.25,1.25,1.93
Building Material Companies With More Than 10 Employees (Top 10K),"9,330",984,7,470,"The top 10,000 companies and startups in the building material space with more than 10 employees, by Crunchbase rank.",2022-09-15 12:57:00,"Active, Industry, Company, Employee Range",,,Building Material,Real Estate,,,,,,,,,,"1,069",419,1972-08-06,20,"9,070",0%,5%,478,2003-06-28,0%,"Private Equity,&nbsp;Venture - Series Unknown,&nbsp;Seed,&nbsp;Grant,&nbsp;Debt Financing",941,1,"$30,301,977,204.0","$634,721.0","$16,787,527,389.0",1972-08-06,"$11,359,487,268.0","$161,618,882.0","$34,187,117,632.0","$201,901,236.0",6%,670,"1,512","$127,485,774,133.0","$320,000,000.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Micro VC,&nbsp;Secondary Purchaser",303,374,1,127,1,39,1,10,"$5,258,137,341.0","1,567",0,0,"724,190.19",1.47,1.47,2.39
West Coast Manufacturing Companies (Top 10K),"9,858",974,7,471,"The top 10,000 companies and startups in West Coast in the manufacturing space, by Crunchbase rank.",2022-09-15 09:39:00,"Active, Industry, Company, Location",,,Manufacturing,Manufacturing,"West Coast, United States, North America",Regional Area,,,,,,,,"5,114","1,456",1987-12-21,12,"9,467",0%,2%,297,2004-08-03,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Debt Financing","4,200",2,"$167,486,924,391.0","$3,127,513.0","$58,126,759,258.0",1987-12-21,"$18,741,228,448.0","$70,500,000.0","$65,539,444,466.0","$397,574,730.0",13%,"1,386","1,357","$286,553,446,413.0","$165,166,666.0","Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Angel Group",669,875,2,233,1,205,1,15,"$2,170,375,000.0","3,673",0,0,"516,949.84",1.29,1.29,2.22
Southern US Residential Companies,"5,476",373,0,472,Companies and startups in Southern US in the residential space.,2022-09-15 12:10:00,"Active, Industry, Company, Location",,,Residential,Real Estate,"Southern US, United States, North America",Regional Area,,,,,,,,78,35,1992-07-17,138,"5,266",3%,0%,11,2000-10-18,0%,"Debt Financing,&nbsp;Private Equity,&nbsp;Venture - Series Unknown,&nbsp;Seed,&nbsp;Equity Crowdfunding",89,1,"$5,390,193,960.0","$433,333.0","$3,275,182,205.0",1992-07-17,"$2,221,000,000.0","$1,110,500,000.0","$2,317,600,000.0","$1,158,800,000.0",1%,55,40,"$1,799,000,000.0","$324,500,000.0",Private Equity Firm,2,2,1,0,,0,,3,"$1,133,000,000.0",447,0,0,"1,412,534.62",1.4,1.4,2.02
Texas Companies With Less Than $10M in Revenue (Top 10K),"9,834",967,249,473,"The top 10,000 companies and startups in Texas with less than $10m in revenue, by Crunchbase rank.",2022-09-15 09:02:00,"Active, Company, Location, Revenue Range",,,,,"Texas, United States, North America",State/Region,,,,,,,$1M to $10M,"4,783","1,519",2001-10-19,180,"9,301",2%,1%,89,2013-01-15,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Debt Financing","4,735",2,"$42,214,036,374.0","$1,991,955.0","$36,111,134,261.0",2001-10-19,"$2,811,177,708.0","$50,000,000.0","$19,094,024,269.0","$740,000,000.0",5%,486,644,"$84,540,902,797.0","$78,300,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Investment Bank,&nbsp;Accelerator","2,716","3,540",7,"1,005",3,475,3,225,"$53,421,820,336.0","5,728",0,0,"465,994",1.29,1.29,2.03
Private Equity Firms with Investments in Colorado,476,77,1,473,Private equity firms that made investments in companies headquartered in Colorado.,2022-09-15 11:23:00,"Active, Investments in Location, Investor Type",,,,,"Colorado, United States, North America",State/Region,,,,,,,,82,44,1999-05-18,1,74,0%,5%,27,2006-08-20,0%,"Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Undisclosed,&nbsp;Post-IPO Debt",82,1,"$10,939,074,190.0","$1,000,000.0","$4,277,074,190.0",1999-05-18,"$6,388,967,309.0","$215,909,084.0","$19,231,821,295.0","$1,913,432,164.0",2%,10,"3,446","$4,095,402,988.0","$1,750,000,000.0","Micro VC,&nbsp;Incubator,&nbsp;Hedge Fund,&nbsp;Accelerator,&nbsp;Angel Group","21,071","27,923",22,"11,472",9,"8,507",8,"1,352","$2,055,905,097,821.0",640,,1,"219,128.04",0.77,0.77,0.86
Southern US Industrial Companies,"6,264",665,1,474,Companies and startups in Southern US in the industrial space.,2022-09-15 09:54:00,"Active, Industry, Company, Location",,,Industrial,Manufacturing,"Southern US, United States, North America",Regional Area,,,,,,,,399,150,1983-10-14,15,"6,061",0%,1%,63,2004-03-07,0%,"Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Seed,&nbsp;Debt Financing,&nbsp;Grant",513,1,"$9,783,183,620.0","$584,550.0","$8,792,538,545.0",1983-10-14,"$7,041,100,000.0","$320,000,000.0","$16,305,032,910.0","$1,340,152,500.0",4%,277,394,"$140,348,300,000.0","$244,750,000.0","Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Venture Capital",76,100,3,55,5,15,2,17,"$2,851,822,500.0",710,0,1,"1,132,536.9",1.34,1.34,2.12
Machinery Manufacturing Companies With Fewer Than 50 Employees (Top 10K),"10,000",845,5,475,"The top 10,000 companies and startups in the machinery manufacturing space with fewer than 50 employees, by Crunchbase rank.",2022-09-15 08:56:00,"Active, Industry, Company, Employee Range",,,Machinery Manufacturing,Manufacturing,,,,,,,,,,932,334,1982-09-18,17,"9,835",0%,1%,89,2008-07-17,0%,"Grant,&nbsp;Seed,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Debt Financing",840,1,"$1,609,679,911.0","$243,642.0","$1,400,241,038.0",1982-09-18,"$119,725,090.0","$5,311,552.0","$26,023,520.0","$13,011,760.0",3%,283,136,"$3,435,055,278.0","$39,750,000.0","Private Equity Firm,&nbsp;Venture Capital",20,28,1,10,3,4,1,0,,981,0,0,"1,211,384.1",1.36,1.36,2.05
Greater New York Area Companies With Less Than $1B in Revenue (Top 10K),"9,746",986,"1,014",476,"The top 10,000 companies and startups in Greater New York Area with less than $1b in revenue, by Crunchbase rank.",2022-09-15 12:01:00,"Active, Company, Location, Revenue Range",,,,,"Greater New York Area, United States, North America",Regional Area,,,,,,,$500M to $1B,"24,788","6,145",2003-02-09,128,"9,076",1%,4%,428,2011-03-13,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Series B,&nbsp;Private Equity","14,743",2,"$251,626,718,075.0","$3,981,407.0","$186,824,762,109.0",2003-02-09,"$52,562,674,747.0","$155,500,000.0","$276,266,262,749.0","$703,880,574.0",14%,"1,563","4,818","$244,229,918,267.0","$205,750,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Investment Bank,&nbsp;Hedge Fund","19,311","26,356",5,"7,109",4,"5,234",3,971,"$682,600,627,255.0","13,603",7,10,"151,476.95",0.79,0.79,1.3
