Hub Name,Number of Organizations,Number of People,Number of Events,CB Rank (Hub),Description,Last Updated,Hub Type,Parent Organization,Disverity Spotlight (US Only),Industries,Industry Groups,Location,Location Type,Closed Year,Founded Year,Funding Status,Investment Stage,Investor Type,Number of Employees,Estimated Revenue Range,Number of Investors,Number of Lead Investors,Average Founded Date,Number of Non-Profit Companies,Number of For-Profit Companies,Percentage Non-Profit,Percentage Public Organizations,Number of IPOs,Average IPO Date,Percentage Delisted,Top Funding Types,Number of Funding Rounds,Median Number of Funding Rounds,Total Funding Amount,Median Total Funding Amount,Total Equity Funding Amount,Average Last Funding Date,Total Amount Raised in IPO,Median Amount Raised in IPO,Total IPO Valuation,Median IPO Valuation,Percentage Acquired,Number of Acquired Organizations,Number of Acquisitions,Total Acquired Price,Median Acquired Price,Top Investor Types,Number of Portfolio Companies,Number of Investments,Median Number of Investments,Number of Lead Investors.1,Median Number of Lead Investors,Number of Exits,Median Number of Exits,Number of Funds,Total Fund Raised,Number of Founders,Number of Founder Alumni,Number of Alumni,Average Rank,Average Trend Score (7D),Average Trend Score (30D),Average Trend Score (90D)
Greater Los Angeles Area Companies With Less Than $1B in Revenue (Top 10K),"9,840",987,420,421,"The top 10,000 companies and startups in Greater Los Angeles Area with less than $1b in revenue, by Crunchbase rank.",2022-09-15 10:10:00,"Active, Company, Location, Revenue Range",,,,,"Greater Los Angeles Area, California, United States",Regional Area,,,,,,,$500M to $1B,"11,881","2,956",2000-02-28,135,"9,309",1%,2%,269,2011-06-24,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Debt Financing","8,069",2,109477409427.0,2905461.0,88013302605.0,2000-02-28,23923318997.0,103500000.0,156285574572.0,622000000.0,9%,967,"2,127",107771740166.0,183000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Angel Group","6,453","8,365",4,"2,004",3,"1,312",3,330,147193264286.0,"9,354",2,5,"252,010.22",1.06,1.06,1.75
United Kingdom Companies With Fewer Than 50 Employees (Top 10K),"9,854",996,998,422,"The top 10,000 companies and startups in United Kingdom with fewer than 50 employees, by Crunchbase rank.",2022-09-15 10:35:00,"Active, Company, Employee Range, Location",,,,,"United Kingdom, Europe",Country,,,,,,,,"21,578","7,392",2013-02-23,50,"8,983",1%,2%,188,2013-01-11,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Equity Crowdfunding,&nbsp;Pre-Seed,&nbsp;Series A","18,537",2,65768842623.0,1170914.0,55851076095.0,2013-02-23,3640238848.0,32784219.0,14895814330.0,91358570.0,7%,720,"1,321",19221853233.0,34862894.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Angel Group,&nbsp;Accelerator","12,304","17,519",19,"6,236",9,"2,173",5,566,119278997762.0,"15,402",1,4,"109,820.13",0.57,0.57,0.81
Wellness Companies With More Than 10 Employees (Top 10K),"9,750",961,108,423,"The top 10,000 companies and startups in the wellness space with more than 10 employees, by Crunchbase rank.",2022-09-15 10:33:00,"Active, Industry, Company, Employee Range",,,Wellness,Health Care,,,,,,,,,,"8,891","2,519",1996-07-04,"1,211","8,157",12%,1%,164,2013-06-16,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Series B,&nbsp;Grant","5,513",2,65291831871.0,2763244.0,51419372365.0,1996-07-04,12250690631.0,101000000.0,60108000566.0,690000000.0,4%,474,791,73536688932.0,160000000.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Government Office",716,869,1,298,1,123,1,26,3220105000.0,"5,053",5,7,"627,161.53",1.31,1.31,2.28
Greater Los Angeles Area Companies With Less Than $500M in Revenue (Top 10K),"9,759",996,405,424,"The top 10,000 companies and startups in Greater Los Angeles Area with less than $500m in revenue, by Crunchbase rank.",2022-09-15 09:34:00,"Active, Company, Location, Revenue Range",,,,,"Greater Los Angeles Area, California, United States",Regional Area,,,,,,,$100M to $500M,"11,737","2,917",2000-04-14,130,"9,237",1%,2%,246,2011-12-28,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Debt Financing","8,002",2,103118020372.0,2808590.0,83374863550.0,2000-04-14,20286418997.0,102000000.0,135562801762.0,612041694.0,9%,939,"1,896",94375574203.0,158500000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Angel Group","6,356","8,254",4,"1,963",3,"1,276",3,324,109446772286.0,"9,272",2,5,"252,461.75",1.06,1.06,1.76
Construction Companies With Fewer Than 100 Employees (Top 10K),"9,855",991,73,425,"The top 10,000 companies and startups in the construction space with fewer than 100 employees, by Crunchbase rank.",2022-09-15 12:46:00,"Active, Industry, Company, Employee Range",,,Construction,Real Estate,,,,,,,,,,"3,734","1,123",1992-04-14,63,"9,414",1%,2%,220,2006-07-12,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Series A,&nbsp;Grant","2,796",1,12997845752.0,652134.0,11266550824.0,1992-04-14,3014461225.0,38673523.0,3527565731.0,531752051.0,3%,343,223,11184263972.0,112594190.0,"Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Incubator",675,862,3,219,2,99,2,41,1721326656.0,"3,914",0,0,"570,457.12",1.61,1.61,2.43
Asia-Pacific (APAC) Companies With Less Than $500M in Revenue (Top 10K),"9,772",969,"1,032",426,"The top 10,000 companies and startups in Asia-Pacific (APAC) with less than $500m in revenue, by Crunchbase rank.",2022-09-15 11:42:00,"Active, Company, Location, Revenue Range",,,,,Asia-Pacific (APAC),Regional Area,,,,,,,$100M to $500M,"31,287","11,215",2008-05-16,51,"9,432",1%,12%,"1,235",2011-09-18,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Series B,&nbsp;Post-IPO Equity","19,746",2,490007150759.0,4973314.0,395380079421.0,2008-05-16,63657614686.0,84780952.0,387999688708.0,700651513.0,10%,974,"2,350",135024617508.0,88455131.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Corporate Venture Capital","17,247","21,293",2,"7,212",2,"2,611",2,554,134712712119.0,"14,509",5,10,"100,877.43",0.64,0.64,0.94
European Union (EU) Companies With Fewer Than 100 Employees (Top 10K),"9,915",986,"1,995",427,"The top 10,000 companies and startups in European Union (EU) with fewer than 100 employees, by Crunchbase rank.",2022-09-15 12:04:00,"Active, Company, Employee Range, Location",,,,,"European Union (EU), Europe",Regional Area,,,,,,,,"34,964","11,341",2015-01-01,17,"9,256",0%,2%,234,2015-12-24,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Grant","25,002",2,123232202698.0,2846089.0,96713444852.0,2015-01-01,4516281460.0,35555647.0,21527550984.0,200347972.0,8%,825,912,16210457264.0,45000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Corporate Venture Capital","10,389","14,489",24,"4,798",11,"1,727",6,414,49964899827.0,"20,322",126,267,"56,070.25",0.73,0.73,0.97
Venture Capital Investors with Investments in Ontario,"1,408",368,37,428,Venture capital investors that made investments in companies headquartered in Ontario.,2022-09-15 10:09:00,"Active, Investments in Location, Investor Type",,,,,"Ontario, Canada, North America",State/Region,,,,,,,,391,89,2006-10-06,4,202,0%,1%,23,2004-06-24,,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",246,1,9535387267.0,73322.0,4769387094.0,2006-10-06,19983466993.0,152000000.0,10555464631.0,1003912840.0,0%,8,467,725000000.0,725000000.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","97,635","142,892",33,"38,335",9,"25,336",7,"2,966",909941006358.0,"2,035",4,8,"220,021.61",0.79,0.79,0.95
Greater New York Area Companies With More Than $1M in Revenue (Top 10K),"9,775",977,932,428,"The top 10,000 companies and startups in Greater New York Area with more than $1m in revenue, by Crunchbase rank.",2022-09-15 09:15:00,"Active, Company, Location, Revenue Range",,,,,"Greater New York Area, United States, North America",Regional Area,,,,,,,$1M to $10M,"21,396","5,483",1999-02-04,151,"9,063",2%,4%,496,2008-04-10,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Series B","12,534",2,310418962889.0,5000013.0,229791855715.0,1999-02-04,80289745553.0,181700000.0,362529573837.0,937500000.0,13%,"1,435","6,805",443397978401.0,276666666.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Micro VC,&nbsp;Hedge Fund","21,629","29,192",5,"8,867",4,"6,487",3,"1,016",1087765384276.0,"12,264",10,13,"176,746.05",0.86,0.86,1.46
Private Equity Firms with Investments in New Jersey,406,23,3,429,Private equity firms that made investments in companies headquartered in New Jersey.,2022-09-15 10:13:00,"Active, Investments in Location, Investor Type",,,,,"New Jersey, United States, North America",State/Region,,,,,,,,77,41,1996-06-26,1,65,0%,5%,22,2006-02-25,0%,"Seed,&nbsp;Undisclosed,&nbsp;Post-IPO Debt,&nbsp;Debt Financing,&nbsp;Private Equity",66,1,8330394917.0,,2825269917.0,1996-06-26,8043514353.0,565393621.0,30914188761.0,1975790812.0,2%,9,"3,991",3981013694.0,972948266.0,"Micro VC,&nbsp;Incubator,&nbsp;Hedge Fund,&nbsp;Accelerator,&nbsp;Angel Group","21,470","28,744",23,"11,789",11,"8,475",9,"1,230",2125850365446.0,530,,,"230,721.5",0.7,0.7,0.83
Southern US Companies With Fewer Than 10 Employees (Top 10K),"9,977",981,688,429,"The top 10,000 companies and startups in Southern US with fewer than 10 employees, by Crunchbase rank.",2022-09-15 09:38:00,"Active, Company, Employee Range, Location",,,,,"Southern US, United States, North America",Regional Area,,,,,,,,"8,716","3,010",2011-07-30,116,"8,945",1%,1%,134,2010-06-07,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Grant,&nbsp;Debt Financing","10,471",1,24438267459.0,420684.0,19755801028.0,2011-07-30,3747303783.0,39500000.0,3598144026.0,89000000.0,6%,584,532,40976800000.0,87000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Angel Group","6,921","9,430",11,"2,819",5,"1,378",3,473,25604675244.0,"11,270",18,43,"219,324.06",0.87,0.87,1.3
New York Companies With Fewer Than 1000 Employees (Top 10K),"9,956",986,"1,117",430,"The top 10,000 companies and startups in New York with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 10:52:00,"Active, Company, Employee Range, Location",,,,,"New York, United States, North America",State/Region,,,,,,,,"34,886","8,361",2009-09-09,86,"9,042",1%,3%,385,2011-02-09,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Series B","19,866",2,226993482004.0,3000958.0,187162304361.0,2009-09-09,32028891381.0,100000000.0,142581113064.0,521444539.0,13%,"1,408","3,877",168289726925.0,150000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Hedge Fund,&nbsp;Family Investment Office","25,466","34,630",12,"9,341",5,"6,354",4,"1,128",931748440609.0,"16,692",7,11,"96,492.69",0.71,0.71,1.15
Industrial Manufacturing Companies With More Than $1M in Revenue,"9,391",973,10,431,Companies and startups in the industrial manufacturing space with more than $1m in revenue.,2022-09-15 12:41:00,"Active, Industry, Company, Revenue Range",,,Industrial Manufacturing,Manufacturing,,,,,,,,,$1M to $10M,522,198,1973-05-01,9,"9,237",0%,3%,315,2005-04-09,0%,"Grant,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Seed,&nbsp;Debt Financing",450,1,6694104734.0,894666.0,4628365101.0,1973-05-01,53147456975.0,199250000.0,10423888567.0,1095895346.0,1%,117,458,53143817228.0,530000000.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Micro VC",208,279,2,74,1,38,2,7,426777787.0,806,0,0,"1,130,706.3",1.28,1.28,2.0
Therapeutics Companies With Less Than $1B in Revenue,"7,901",972,3,432,Companies and startups in the therapeutics space with less than $1b in revenue.,2022-09-15 10:31:00,"Active, Industry, Company, Revenue Range",,,Therapeutics,Health Care,,,,,,,,,$500M to $1B,"8,109","2,726",2000-01-31,448,"7,383",6%,5%,484,2014-10-24,0%,"Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Series B,&nbsp;Series A,&nbsp;Seed","6,390",3,144619473827.0,23291381.0,127788176361.0,2000-01-31,28651791438.0,85333333.0,113554888552.0,428945745.0,2%,204,408,108672994267.0,417500000.0,"Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Incubator",511,749,1,205,1,186,1,14,1991800000.0,"3,335",0,0,"1,156,415.06",1.32,1.32,1.85
Therapeutics Companies With Less Than $500M in Revenue,"7,892",963,2,433,Companies and startups in the therapeutics space with less than $500m in revenue.,2022-09-15 10:28:00,"Active, Industry, Company, Revenue Range",,,Therapeutics,Health Care,,,,,,,,,$100M to $500M,"8,104","2,723",2000-02-01,448,"7,374",6%,5%,482,2014-11-09,0%,"Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Series B,&nbsp;Series A,&nbsp;Seed","6,379",3,143316843827.0,23291381.0,126485546361.0,2000-02-01,28620641438.0,85500000.0,113554888552.0,428945745.0,2%,202,402,101010494267.0,402500000.0,"Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Incubator",510,748,1,205,1,186,1,14,1991800000.0,"3,330",0,0,"1,156,679.95",1.32,1.32,1.85
Therapeutics Companies With Less Than $50M in Revenue,"7,699",942,2,434,Companies and startups in the therapeutics space with less than $50m in revenue.,2022-09-15 09:24:00,"Active, Industry, Company, Revenue Range",,,Therapeutics,Health Care,,,,,,,,,$10M to $50M,"7,652","2,572",2000-07-09,422,"7,208",5%,5%,431,2015-01-19,0%,"Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Series B,&nbsp;Series A,&nbsp;Seed","6,049",3,120919957358.0,21522941.0,110234314987.0,2000-07-09,24902241438.0,84750000.0,96579988337.0,426328064.0,2%,177,326,65630494267.0,342971799.0,"Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Incubator",490,725,1,198,1,178,2,14,1991800000.0,"3,194",0,0,"1,169,885.53",1.32,1.32,1.85
Building Material Companies With More Than $1M in Revenue (Top 10K),"9,518",990,6,435,"The top 10,000 companies and startups in the building material space with more than $1m in revenue, by Crunchbase rank.",2022-09-15 09:35:00,"Active, Industry, Company, Revenue Range",,,Building Material,Real Estate,,,,,,,,,$1M to $10M,475,214,1973-10-20,15,"9,329",0%,3%,296,2004-01-29,0%,"Private Equity,&nbsp;Venture - Series Unknown,&nbsp;Grant,&nbsp;Seed,&nbsp;Debt Financing",518,1,19060946813.0,1250000.0,12191854319.0,1973-10-20,7217449139.0,393250000.0,25309901236.0,2608000000.0,2%,164,710,37336971433.0,699600997.0,"Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Venture Capital",212,260,1,94,1,33,1,3,3205000000.0,"1,100",0,0,"989,884.15",1.4,1.4,2.23
Non Profit Companies (Top 10K),"9,891",979,30,436,"The top 10,000 companies and startups in the non profit space, by Crunchbase rank.",2022-09-15 08:57:00,"Active, Industry, Company",,,Non Profit,Other,,,,,,,,,,"2,829","1,687",1975-08-07,"6,021","1,879",61%,0%,20,2006-02-01,0%,"Grant,&nbsp;Seed,&nbsp;Venture - Series Unknown,&nbsp;Debt Financing,&nbsp;Series A","2,965",1,14739286383.0,300000.0,5844947315.0,1975-08-07,736676998.0,64790232.0,448645542.0,224322771.0,1%,164,332,12087142755.0,102937644.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Government Office,&nbsp;Angel Group,&nbsp;Incubator","5,417","6,204",2,"2,671",2,766,1,77,5236943395.0,"3,951",391,781,"389,453.98",1.38,1.38,2.23
Private Equity Firms with Investments in Silicon Valley,986,191,15,437,Private equity firms that made investments in companies headquartered in Silicon Valley.,2022-09-15 11:53:00,"Active, Investments in Location, Investor Type",,,,,"Silicon Valley, California, United States",Regional Area,,,,,,,,105,50,1998-03-26,1,160,0%,5%,49,2004-07-02,0%,"Seed,&nbsp;Grant,&nbsp;Series A,&nbsp;Undisclosed,&nbsp;Post-IPO Debt",102,1,9724458766.0,1446600.0,3662898082.0,1998-03-26,11913427059.0,385500000.0,35931278344.0,2002234399.0,2%,26,"5,088",12092268303.0,1750000000.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","33,634","44,278",16,"16,803",7,"12,202",5,"1,969",2751345804790.0,"1,094",,2,"261,371.03",0.74,0.74,0.73
Non Profit Companies With More Than 10 Employees (Top 10K),"9,951",991,26,437,"The top 10,000 companies and startups in the non profit space with more than 10 employees, by Crunchbase rank.",2022-09-15 11:56:00,"Active, Industry, Company, Employee Range",,,Non Profit,Other,,,,,,,,,,"1,979","1,150",1970-12-31,"6,663","1,684",67%,0%,16,2005-06-20,0%,"Grant,&nbsp;Seed,&nbsp;Venture - Series Unknown,&nbsp;Debt Financing,&nbsp;Series A","2,011",1,13753164407.0,448691.0,5493388757.0,1970-12-31,101212076.0,50606038.0,448645542.0,224322771.0,1%,142,326,11988260252.0,122937644.0,"Accelerator,&nbsp;Venture Capital,&nbsp;Government Office,&nbsp;Family Investment Office,&nbsp;Venture Debt","3,872","4,385",2,"1,532",2,648,1,56,2976309823.0,"3,035",37,55,"465,951.57",1.42,1.42,2.29
New York Companies With More Than $1M in Revenue (Top 10K),"9,877",989,945,438,"The top 10,000 companies and startups in New York with more than $1m in revenue, by Crunchbase rank.",2022-09-15 11:19:00,"Active, Company, Location, Revenue Range",,,,,"New York, United States, North America",State/Region,,,,,,,$1M to $10M,"21,004","5,324",1998-03-10,183,"9,095",2%,4%,440,2008-05-21,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Private Equity","12,374",2,300659857622.0,4768293.0,222613017715.0,1998-03-10,66704966493.0,183000000.0,363886743162.0,940000000.0,12%,"1,320","6,391",376244325589.0,249000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Micro VC,&nbsp;Hedge Fund","22,098","30,074",6,"9,023",4,"6,528",3,"1,036",1199467117584.0,"11,975",11,14,"194,888.15",0.91,0.91,1.51
Private Equity Firms with Investments in Florida,604,112,15,438,Private equity firms that made investments in companies headquartered in Florida.,2022-09-15 12:16:00,"Active, Investments in Location, Investor Type",,,,,"Florida, United States, North America",State/Region,,,,,,,,75,41,1998-07-08,,95,,4%,26,2005-09-07,0%,"Seed,&nbsp;Undisclosed,&nbsp;Post-IPO Debt,&nbsp;Debt Financing,&nbsp;Private Equity",80,1,10555364924.0,,3887958787.0,1998-07-08,8753758309.0,385500000.0,31690934120.0,1706000000.0,2%,14,"5,467",3947791657.0,760895829.0,"Micro VC,&nbsp;Incubator,&nbsp;Hedge Fund,&nbsp;Angel Group,&nbsp;Venture Debt","24,533","31,976",16,"13,344",8,"9,355",7,"1,626",2492551450118.0,812,,,"208,609.09",0.8,0.8,0.85
Retail Companies With More Than 10 Employees (Top 10K),"9,888",980,101,439,"The top 10,000 companies and startups in the retail space with more than 10 employees, by Crunchbase rank.",2022-09-15 11:57:00,"Active, Industry, Company, Employee Range",,,Retail,Commerce and Shopping,,,,,,,,,,"11,102","3,602",1990-05-04,21,"9,611",0%,6%,768,2005-10-30,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Series B","7,784",2,211810700886.0,3112729.0,159269882174.0,1990-05-04,53636841242.0,130222439.0,247029492530.0,1140000000.0,14%,"1,727","3,511",432397242608.0,290742493.0,"Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Investment Bank,&nbsp;Private Equity Firm,&nbsp;Accelerator","4,378","5,053",2,"1,094",1,753,1,51,51618202139.0,"8,726",0,1,"226,801.65",0.94,0.94,1.7
Real Estate Companies With More Than $10M in Revenue (Top 10K),"9,710",979,48,440,"The top 10,000 companies and startups in the real estate space with more than $10m in revenue, by Crunchbase rank.",2022-09-15 10:34:00,"Active, Industry, Company, Revenue Range",,,Real Estate,Real Estate,,,,,,,,,$10M to $50M,"1,704",586,1981-02-03,138,"9,325",1%,6%,632,2005-09-01,0%,"Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Post-IPO Equity,&nbsp;Debt Financing,&nbsp;Post-IPO Debt","1,287",1,146055074333.0,15178272.0,72426041637.0,1981-02-03,24550142404.0,270000000.0,119172837450.0,2298468798.0,3%,333,"2,186",146877564493.0,905000000.0,"Private Equity Firm,&nbsp;Venture Capital,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Family Investment Office","1,833","2,225",2,885,1,637,1,190,360294475068.0,"2,310",0,1,"660,242.06",1.36,1.36,2.2
Greater Los Angeles Area Companies With Less Than $50M in Revenue (Top 10K),"9,782",983,384,441,"The top 10,000 companies and startups in Greater Los Angeles Area with less than $50m in revenue, by Crunchbase rank.",2022-09-15 10:54:00,"Active, Company, Location, Revenue Range",,,,,"Greater Los Angeles Area, California, United States",Regional Area,,,,,,,$10M to $50M,"10,743","2,609",2001-04-23,121,"9,277",1%,1%,166,2012-08-01,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Debt Financing","7,422",2,70302518921.0,2396012.0,59403136596.0,2001-04-23,7626435119.0,70000000.0,35910023128.0,435660000.0,7%,761,"1,351",53901874203.0,100000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Angel Group","5,818","7,632",4,"1,828",3,"1,086",3,307,82266708512.0,"8,845",2,5,"275,874.57",1.09,1.09,1.79
Asia-Pacific (APAC) Companies With More Than 50 Employees (Top 10K),"9,828","1,006","1,159",442,"The top 10,000 companies and startups in Asia-Pacific (APAC) with more than 50 employees, by Crunchbase rank.",2022-09-15 12:17:00,"Active, Company, Employee Range, Location",,,,,Asia-Pacific (APAC),Regional Area,,,,,,,,"43,350","15,068",2007-03-15,41,"9,498",0%,17%,"1,892",2012-06-10,1%,"Series A,&nbsp;Series B,&nbsp;Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Series C","25,419",2,1214432379755.0,14472610.0,994576222161.0,2007-03-15,160803874107.0,104074571.0,1110290220268.0,1013333333.0,7%,754,"4,105",281408246016.0,106953744.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Incubator","19,632","24,619",2,"9,125",2,"3,740",2,462,198072926942.0,"13,122",5,11,"65,563.73",0.7,0.7,1.05
